0;D:\Programming\AP_Lab2\dataset\bay_horse\0000.jpg;dataset\bay_horse\0000.jpg;bay_horse
1;D:\Programming\AP_Lab2\dataset\bay_horse\0001.jpg;dataset\bay_horse\0001.jpg;bay_horse
2;D:\Programming\AP_Lab2\dataset\bay_horse\0002.jpg;dataset\bay_horse\0002.jpg;bay_horse
3;D:\Programming\AP_Lab2\dataset\bay_horse\0003.jpg;dataset\bay_horse\0003.jpg;bay_horse
4;D:\Programming\AP_Lab2\dataset\bay_horse\0004.jpg;dataset\bay_horse\0004.jpg;bay_horse
5;D:\Programming\AP_Lab2\dataset\bay_horse\0005.jpg;dataset\bay_horse\0005.jpg;bay_horse
6;D:\Programming\AP_Lab2\dataset\bay_horse\0006.jpg;dataset\bay_horse\0006.jpg;bay_horse
7;D:\Programming\AP_Lab2\dataset\bay_horse\0007.jpg;dataset\bay_horse\0007.jpg;bay_horse
8;D:\Programming\AP_Lab2\dataset\bay_horse\0008.jpg;dataset\bay_horse\0008.jpg;bay_horse
9;D:\Programming\AP_Lab2\dataset\bay_horse\0009.jpg;dataset\bay_horse\0009.jpg;bay_horse
10;D:\Programming\AP_Lab2\dataset\bay_horse\0010.jpg;dataset\bay_horse\0010.jpg;bay_horse
11;D:\Programming\AP_Lab2\dataset\bay_horse\0011.jpg;dataset\bay_horse\0011.jpg;bay_horse
12;D:\Programming\AP_Lab2\dataset\bay_horse\0012.jpg;dataset\bay_horse\0012.jpg;bay_horse
13;D:\Programming\AP_Lab2\dataset\bay_horse\0013.jpg;dataset\bay_horse\0013.jpg;bay_horse
14;D:\Programming\AP_Lab2\dataset\bay_horse\0014.jpg;dataset\bay_horse\0014.jpg;bay_horse
15;D:\Programming\AP_Lab2\dataset\bay_horse\0015.jpg;dataset\bay_horse\0015.jpg;bay_horse
16;D:\Programming\AP_Lab2\dataset\bay_horse\0016.jpg;dataset\bay_horse\0016.jpg;bay_horse
17;D:\Programming\AP_Lab2\dataset\bay_horse\0017.jpg;dataset\bay_horse\0017.jpg;bay_horse
18;D:\Programming\AP_Lab2\dataset\bay_horse\0018.jpg;dataset\bay_horse\0018.jpg;bay_horse
19;D:\Programming\AP_Lab2\dataset\bay_horse\0019.jpg;dataset\bay_horse\0019.jpg;bay_horse
20;D:\Programming\AP_Lab2\dataset\bay_horse\0020.jpg;dataset\bay_horse\0020.jpg;bay_horse
21;D:\Programming\AP_Lab2\dataset\bay_horse\0021.jpg;dataset\bay_horse\0021.jpg;bay_horse
22;D:\Programming\AP_Lab2\dataset\bay_horse\0022.jpg;dataset\bay_horse\0022.jpg;bay_horse
23;D:\Programming\AP_Lab2\dataset\bay_horse\0023.jpg;dataset\bay_horse\0023.jpg;bay_horse
24;D:\Programming\AP_Lab2\dataset\bay_horse\0024.jpg;dataset\bay_horse\0024.jpg;bay_horse
25;D:\Programming\AP_Lab2\dataset\bay_horse\0025.jpg;dataset\bay_horse\0025.jpg;bay_horse
26;D:\Programming\AP_Lab2\dataset\bay_horse\0026.jpg;dataset\bay_horse\0026.jpg;bay_horse
27;D:\Programming\AP_Lab2\dataset\bay_horse\0027.jpg;dataset\bay_horse\0027.jpg;bay_horse
28;D:\Programming\AP_Lab2\dataset\bay_horse\0028.jpg;dataset\bay_horse\0028.jpg;bay_horse
29;D:\Programming\AP_Lab2\dataset\bay_horse\0029.jpg;dataset\bay_horse\0029.jpg;bay_horse
30;D:\Programming\AP_Lab2\dataset\bay_horse\0030.jpg;dataset\bay_horse\0030.jpg;bay_horse
31;D:\Programming\AP_Lab2\dataset\bay_horse\0031.jpg;dataset\bay_horse\0031.jpg;bay_horse
32;D:\Programming\AP_Lab2\dataset\bay_horse\0032.jpg;dataset\bay_horse\0032.jpg;bay_horse
33;D:\Programming\AP_Lab2\dataset\bay_horse\0033.jpg;dataset\bay_horse\0033.jpg;bay_horse
34;D:\Programming\AP_Lab2\dataset\bay_horse\0034.jpg;dataset\bay_horse\0034.jpg;bay_horse
35;D:\Programming\AP_Lab2\dataset\bay_horse\0035.jpg;dataset\bay_horse\0035.jpg;bay_horse
36;D:\Programming\AP_Lab2\dataset\bay_horse\0036.jpg;dataset\bay_horse\0036.jpg;bay_horse
37;D:\Programming\AP_Lab2\dataset\bay_horse\0037.jpg;dataset\bay_horse\0037.jpg;bay_horse
38;D:\Programming\AP_Lab2\dataset\bay_horse\0038.jpg;dataset\bay_horse\0038.jpg;bay_horse
39;D:\Programming\AP_Lab2\dataset\bay_horse\0039.jpg;dataset\bay_horse\0039.jpg;bay_horse
40;D:\Programming\AP_Lab2\dataset\bay_horse\0040.jpg;dataset\bay_horse\0040.jpg;bay_horse
41;D:\Programming\AP_Lab2\dataset\bay_horse\0041.jpg;dataset\bay_horse\0041.jpg;bay_horse
42;D:\Programming\AP_Lab2\dataset\bay_horse\0042.jpg;dataset\bay_horse\0042.jpg;bay_horse
43;D:\Programming\AP_Lab2\dataset\bay_horse\0043.jpg;dataset\bay_horse\0043.jpg;bay_horse
44;D:\Programming\AP_Lab2\dataset\bay_horse\0044.jpg;dataset\bay_horse\0044.jpg;bay_horse
45;D:\Programming\AP_Lab2\dataset\bay_horse\0045.jpg;dataset\bay_horse\0045.jpg;bay_horse
46;D:\Programming\AP_Lab2\dataset\bay_horse\0046.jpg;dataset\bay_horse\0046.jpg;bay_horse
47;D:\Programming\AP_Lab2\dataset\bay_horse\0047.jpg;dataset\bay_horse\0047.jpg;bay_horse
48;D:\Programming\AP_Lab2\dataset\bay_horse\0048.jpg;dataset\bay_horse\0048.jpg;bay_horse
49;D:\Programming\AP_Lab2\dataset\bay_horse\0049.jpg;dataset\bay_horse\0049.jpg;bay_horse
50;D:\Programming\AP_Lab2\dataset\bay_horse\0050.jpg;dataset\bay_horse\0050.jpg;bay_horse
51;D:\Programming\AP_Lab2\dataset\bay_horse\0051.jpg;dataset\bay_horse\0051.jpg;bay_horse
52;D:\Programming\AP_Lab2\dataset\bay_horse\0052.jpg;dataset\bay_horse\0052.jpg;bay_horse
53;D:\Programming\AP_Lab2\dataset\bay_horse\0053.jpg;dataset\bay_horse\0053.jpg;bay_horse
54;D:\Programming\AP_Lab2\dataset\bay_horse\0054.jpg;dataset\bay_horse\0054.jpg;bay_horse
55;D:\Programming\AP_Lab2\dataset\bay_horse\0055.jpg;dataset\bay_horse\0055.jpg;bay_horse
56;D:\Programming\AP_Lab2\dataset\bay_horse\0056.jpg;dataset\bay_horse\0056.jpg;bay_horse
57;D:\Programming\AP_Lab2\dataset\bay_horse\0057.jpg;dataset\bay_horse\0057.jpg;bay_horse
58;D:\Programming\AP_Lab2\dataset\bay_horse\0058.jpg;dataset\bay_horse\0058.jpg;bay_horse
59;D:\Programming\AP_Lab2\dataset\bay_horse\0059.jpg;dataset\bay_horse\0059.jpg;bay_horse
60;D:\Programming\AP_Lab2\dataset\bay_horse\0060.jpg;dataset\bay_horse\0060.jpg;bay_horse
61;D:\Programming\AP_Lab2\dataset\bay_horse\0061.jpg;dataset\bay_horse\0061.jpg;bay_horse
62;D:\Programming\AP_Lab2\dataset\bay_horse\0062.jpg;dataset\bay_horse\0062.jpg;bay_horse
63;D:\Programming\AP_Lab2\dataset\bay_horse\0063.jpg;dataset\bay_horse\0063.jpg;bay_horse
64;D:\Programming\AP_Lab2\dataset\bay_horse\0064.jpg;dataset\bay_horse\0064.jpg;bay_horse
65;D:\Programming\AP_Lab2\dataset\bay_horse\0065.jpg;dataset\bay_horse\0065.jpg;bay_horse
66;D:\Programming\AP_Lab2\dataset\bay_horse\0066.jpg;dataset\bay_horse\0066.jpg;bay_horse
67;D:\Programming\AP_Lab2\dataset\bay_horse\0067.jpg;dataset\bay_horse\0067.jpg;bay_horse
68;D:\Programming\AP_Lab2\dataset\bay_horse\0068.jpg;dataset\bay_horse\0068.jpg;bay_horse
69;D:\Programming\AP_Lab2\dataset\bay_horse\0069.jpg;dataset\bay_horse\0069.jpg;bay_horse
70;D:\Programming\AP_Lab2\dataset\bay_horse\0070.jpg;dataset\bay_horse\0070.jpg;bay_horse
71;D:\Programming\AP_Lab2\dataset\bay_horse\0071.jpg;dataset\bay_horse\0071.jpg;bay_horse
72;D:\Programming\AP_Lab2\dataset\bay_horse\0072.jpg;dataset\bay_horse\0072.jpg;bay_horse
73;D:\Programming\AP_Lab2\dataset\bay_horse\0073.jpg;dataset\bay_horse\0073.jpg;bay_horse
74;D:\Programming\AP_Lab2\dataset\bay_horse\0074.jpg;dataset\bay_horse\0074.jpg;bay_horse
75;D:\Programming\AP_Lab2\dataset\bay_horse\0075.jpg;dataset\bay_horse\0075.jpg;bay_horse
76;D:\Programming\AP_Lab2\dataset\bay_horse\0076.jpg;dataset\bay_horse\0076.jpg;bay_horse
77;D:\Programming\AP_Lab2\dataset\bay_horse\0077.jpg;dataset\bay_horse\0077.jpg;bay_horse
78;D:\Programming\AP_Lab2\dataset\bay_horse\0078.jpg;dataset\bay_horse\0078.jpg;bay_horse
79;D:\Programming\AP_Lab2\dataset\bay_horse\0079.jpg;dataset\bay_horse\0079.jpg;bay_horse
80;D:\Programming\AP_Lab2\dataset\bay_horse\0080.jpg;dataset\bay_horse\0080.jpg;bay_horse
81;D:\Programming\AP_Lab2\dataset\bay_horse\0081.jpg;dataset\bay_horse\0081.jpg;bay_horse
82;D:\Programming\AP_Lab2\dataset\bay_horse\0082.jpg;dataset\bay_horse\0082.jpg;bay_horse
83;D:\Programming\AP_Lab2\dataset\bay_horse\0083.jpg;dataset\bay_horse\0083.jpg;bay_horse
84;D:\Programming\AP_Lab2\dataset\bay_horse\0084.jpg;dataset\bay_horse\0084.jpg;bay_horse
85;D:\Programming\AP_Lab2\dataset\bay_horse\0085.jpg;dataset\bay_horse\0085.jpg;bay_horse
86;D:\Programming\AP_Lab2\dataset\bay_horse\0086.jpg;dataset\bay_horse\0086.jpg;bay_horse
87;D:\Programming\AP_Lab2\dataset\bay_horse\0087.jpg;dataset\bay_horse\0087.jpg;bay_horse
88;D:\Programming\AP_Lab2\dataset\bay_horse\0088.jpg;dataset\bay_horse\0088.jpg;bay_horse
89;D:\Programming\AP_Lab2\dataset\bay_horse\0089.jpg;dataset\bay_horse\0089.jpg;bay_horse
90;D:\Programming\AP_Lab2\dataset\bay_horse\0090.jpg;dataset\bay_horse\0090.jpg;bay_horse
91;D:\Programming\AP_Lab2\dataset\bay_horse\0091.jpg;dataset\bay_horse\0091.jpg;bay_horse
92;D:\Programming\AP_Lab2\dataset\bay_horse\0092.jpg;dataset\bay_horse\0092.jpg;bay_horse
93;D:\Programming\AP_Lab2\dataset\bay_horse\0093.jpg;dataset\bay_horse\0093.jpg;bay_horse
94;D:\Programming\AP_Lab2\dataset\bay_horse\0094.jpg;dataset\bay_horse\0094.jpg;bay_horse
95;D:\Programming\AP_Lab2\dataset\bay_horse\0095.jpg;dataset\bay_horse\0095.jpg;bay_horse
96;D:\Programming\AP_Lab2\dataset\bay_horse\0096.jpg;dataset\bay_horse\0096.jpg;bay_horse
97;D:\Programming\AP_Lab2\dataset\bay_horse\0097.jpg;dataset\bay_horse\0097.jpg;bay_horse
98;D:\Programming\AP_Lab2\dataset\bay_horse\0098.jpg;dataset\bay_horse\0098.jpg;bay_horse
99;D:\Programming\AP_Lab2\dataset\bay_horse\0099.jpg;dataset\bay_horse\0099.jpg;bay_horse
100;D:\Programming\AP_Lab2\dataset\bay_horse\0100.jpg;dataset\bay_horse\0100.jpg;bay_horse
101;D:\Programming\AP_Lab2\dataset\bay_horse\0101.jpg;dataset\bay_horse\0101.jpg;bay_horse
102;D:\Programming\AP_Lab2\dataset\bay_horse\0102.jpg;dataset\bay_horse\0102.jpg;bay_horse
103;D:\Programming\AP_Lab2\dataset\bay_horse\0103.jpg;dataset\bay_horse\0103.jpg;bay_horse
104;D:\Programming\AP_Lab2\dataset\bay_horse\0104.jpg;dataset\bay_horse\0104.jpg;bay_horse
105;D:\Programming\AP_Lab2\dataset\bay_horse\0105.jpg;dataset\bay_horse\0105.jpg;bay_horse
106;D:\Programming\AP_Lab2\dataset\bay_horse\0106.jpg;dataset\bay_horse\0106.jpg;bay_horse
107;D:\Programming\AP_Lab2\dataset\bay_horse\0107.jpg;dataset\bay_horse\0107.jpg;bay_horse
108;D:\Programming\AP_Lab2\dataset\bay_horse\0108.jpg;dataset\bay_horse\0108.jpg;bay_horse
109;D:\Programming\AP_Lab2\dataset\bay_horse\0109.jpg;dataset\bay_horse\0109.jpg;bay_horse
110;D:\Programming\AP_Lab2\dataset\bay_horse\0110.jpg;dataset\bay_horse\0110.jpg;bay_horse
111;D:\Programming\AP_Lab2\dataset\bay_horse\0111.jpg;dataset\bay_horse\0111.jpg;bay_horse
112;D:\Programming\AP_Lab2\dataset\bay_horse\0112.jpg;dataset\bay_horse\0112.jpg;bay_horse
113;D:\Programming\AP_Lab2\dataset\bay_horse\0113.jpg;dataset\bay_horse\0113.jpg;bay_horse
114;D:\Programming\AP_Lab2\dataset\bay_horse\0114.jpg;dataset\bay_horse\0114.jpg;bay_horse
115;D:\Programming\AP_Lab2\dataset\bay_horse\0115.jpg;dataset\bay_horse\0115.jpg;bay_horse
116;D:\Programming\AP_Lab2\dataset\bay_horse\0116.jpg;dataset\bay_horse\0116.jpg;bay_horse
117;D:\Programming\AP_Lab2\dataset\bay_horse\0117.jpg;dataset\bay_horse\0117.jpg;bay_horse
118;D:\Programming\AP_Lab2\dataset\bay_horse\0118.jpg;dataset\bay_horse\0118.jpg;bay_horse
119;D:\Programming\AP_Lab2\dataset\bay_horse\0119.jpg;dataset\bay_horse\0119.jpg;bay_horse
120;D:\Programming\AP_Lab2\dataset\bay_horse\0120.jpg;dataset\bay_horse\0120.jpg;bay_horse
121;D:\Programming\AP_Lab2\dataset\bay_horse\0121.jpg;dataset\bay_horse\0121.jpg;bay_horse
122;D:\Programming\AP_Lab2\dataset\bay_horse\0122.jpg;dataset\bay_horse\0122.jpg;bay_horse
123;D:\Programming\AP_Lab2\dataset\bay_horse\0123.jpg;dataset\bay_horse\0123.jpg;bay_horse
124;D:\Programming\AP_Lab2\dataset\bay_horse\0124.jpg;dataset\bay_horse\0124.jpg;bay_horse
125;D:\Programming\AP_Lab2\dataset\bay_horse\0125.jpg;dataset\bay_horse\0125.jpg;bay_horse
126;D:\Programming\AP_Lab2\dataset\bay_horse\0126.jpg;dataset\bay_horse\0126.jpg;bay_horse
127;D:\Programming\AP_Lab2\dataset\bay_horse\0127.jpg;dataset\bay_horse\0127.jpg;bay_horse
128;D:\Programming\AP_Lab2\dataset\bay_horse\0128.jpg;dataset\bay_horse\0128.jpg;bay_horse
129;D:\Programming\AP_Lab2\dataset\bay_horse\0129.jpg;dataset\bay_horse\0129.jpg;bay_horse
130;D:\Programming\AP_Lab2\dataset\bay_horse\0130.jpg;dataset\bay_horse\0130.jpg;bay_horse
131;D:\Programming\AP_Lab2\dataset\bay_horse\0131.jpg;dataset\bay_horse\0131.jpg;bay_horse
132;D:\Programming\AP_Lab2\dataset\bay_horse\0132.jpg;dataset\bay_horse\0132.jpg;bay_horse
133;D:\Programming\AP_Lab2\dataset\bay_horse\0133.jpg;dataset\bay_horse\0133.jpg;bay_horse
134;D:\Programming\AP_Lab2\dataset\bay_horse\0134.jpg;dataset\bay_horse\0134.jpg;bay_horse
135;D:\Programming\AP_Lab2\dataset\bay_horse\0135.jpg;dataset\bay_horse\0135.jpg;bay_horse
136;D:\Programming\AP_Lab2\dataset\bay_horse\0136.jpg;dataset\bay_horse\0136.jpg;bay_horse
137;D:\Programming\AP_Lab2\dataset\bay_horse\0137.jpg;dataset\bay_horse\0137.jpg;bay_horse
138;D:\Programming\AP_Lab2\dataset\bay_horse\0138.jpg;dataset\bay_horse\0138.jpg;bay_horse
139;D:\Programming\AP_Lab2\dataset\bay_horse\0139.jpg;dataset\bay_horse\0139.jpg;bay_horse
140;D:\Programming\AP_Lab2\dataset\bay_horse\0140.jpg;dataset\bay_horse\0140.jpg;bay_horse
141;D:\Programming\AP_Lab2\dataset\bay_horse\0141.jpg;dataset\bay_horse\0141.jpg;bay_horse
142;D:\Programming\AP_Lab2\dataset\bay_horse\0142.jpg;dataset\bay_horse\0142.jpg;bay_horse
143;D:\Programming\AP_Lab2\dataset\bay_horse\0143.jpg;dataset\bay_horse\0143.jpg;bay_horse
144;D:\Programming\AP_Lab2\dataset\bay_horse\0144.jpg;dataset\bay_horse\0144.jpg;bay_horse
145;D:\Programming\AP_Lab2\dataset\bay_horse\0145.jpg;dataset\bay_horse\0145.jpg;bay_horse
146;D:\Programming\AP_Lab2\dataset\bay_horse\0146.jpg;dataset\bay_horse\0146.jpg;bay_horse
147;D:\Programming\AP_Lab2\dataset\bay_horse\0147.jpg;dataset\bay_horse\0147.jpg;bay_horse
148;D:\Programming\AP_Lab2\dataset\bay_horse\0148.jpg;dataset\bay_horse\0148.jpg;bay_horse
149;D:\Programming\AP_Lab2\dataset\bay_horse\0149.jpg;dataset\bay_horse\0149.jpg;bay_horse
150;D:\Programming\AP_Lab2\dataset\bay_horse\0150.jpg;dataset\bay_horse\0150.jpg;bay_horse
151;D:\Programming\AP_Lab2\dataset\bay_horse\0151.jpg;dataset\bay_horse\0151.jpg;bay_horse
152;D:\Programming\AP_Lab2\dataset\bay_horse\0152.jpg;dataset\bay_horse\0152.jpg;bay_horse
153;D:\Programming\AP_Lab2\dataset\bay_horse\0153.jpg;dataset\bay_horse\0153.jpg;bay_horse
154;D:\Programming\AP_Lab2\dataset\bay_horse\0154.jpg;dataset\bay_horse\0154.jpg;bay_horse
155;D:\Programming\AP_Lab2\dataset\bay_horse\0155.jpg;dataset\bay_horse\0155.jpg;bay_horse
156;D:\Programming\AP_Lab2\dataset\bay_horse\0156.jpg;dataset\bay_horse\0156.jpg;bay_horse
157;D:\Programming\AP_Lab2\dataset\bay_horse\0157.jpg;dataset\bay_horse\0157.jpg;bay_horse
158;D:\Programming\AP_Lab2\dataset\bay_horse\0158.jpg;dataset\bay_horse\0158.jpg;bay_horse
159;D:\Programming\AP_Lab2\dataset\bay_horse\0159.jpg;dataset\bay_horse\0159.jpg;bay_horse
160;D:\Programming\AP_Lab2\dataset\bay_horse\0160.jpg;dataset\bay_horse\0160.jpg;bay_horse
161;D:\Programming\AP_Lab2\dataset\bay_horse\0161.jpg;dataset\bay_horse\0161.jpg;bay_horse
162;D:\Programming\AP_Lab2\dataset\bay_horse\0162.jpg;dataset\bay_horse\0162.jpg;bay_horse
163;D:\Programming\AP_Lab2\dataset\bay_horse\0163.jpg;dataset\bay_horse\0163.jpg;bay_horse
164;D:\Programming\AP_Lab2\dataset\bay_horse\0164.jpg;dataset\bay_horse\0164.jpg;bay_horse
165;D:\Programming\AP_Lab2\dataset\bay_horse\0165.jpg;dataset\bay_horse\0165.jpg;bay_horse
166;D:\Programming\AP_Lab2\dataset\bay_horse\0166.jpg;dataset\bay_horse\0166.jpg;bay_horse
167;D:\Programming\AP_Lab2\dataset\bay_horse\0167.jpg;dataset\bay_horse\0167.jpg;bay_horse
168;D:\Programming\AP_Lab2\dataset\bay_horse\0168.jpg;dataset\bay_horse\0168.jpg;bay_horse
169;D:\Programming\AP_Lab2\dataset\bay_horse\0169.jpg;dataset\bay_horse\0169.jpg;bay_horse
170;D:\Programming\AP_Lab2\dataset\bay_horse\0170.jpg;dataset\bay_horse\0170.jpg;bay_horse
171;D:\Programming\AP_Lab2\dataset\bay_horse\0171.jpg;dataset\bay_horse\0171.jpg;bay_horse
172;D:\Programming\AP_Lab2\dataset\bay_horse\0172.jpg;dataset\bay_horse\0172.jpg;bay_horse
173;D:\Programming\AP_Lab2\dataset\bay_horse\0173.jpg;dataset\bay_horse\0173.jpg;bay_horse
174;D:\Programming\AP_Lab2\dataset\bay_horse\0174.jpg;dataset\bay_horse\0174.jpg;bay_horse
175;D:\Programming\AP_Lab2\dataset\bay_horse\0175.jpg;dataset\bay_horse\0175.jpg;bay_horse
176;D:\Programming\AP_Lab2\dataset\bay_horse\0176.jpg;dataset\bay_horse\0176.jpg;bay_horse
177;D:\Programming\AP_Lab2\dataset\bay_horse\0177.jpg;dataset\bay_horse\0177.jpg;bay_horse
178;D:\Programming\AP_Lab2\dataset\bay_horse\0178.jpg;dataset\bay_horse\0178.jpg;bay_horse
179;D:\Programming\AP_Lab2\dataset\bay_horse\0179.jpg;dataset\bay_horse\0179.jpg;bay_horse
180;D:\Programming\AP_Lab2\dataset\bay_horse\0180.jpg;dataset\bay_horse\0180.jpg;bay_horse
181;D:\Programming\AP_Lab2\dataset\bay_horse\0181.jpg;dataset\bay_horse\0181.jpg;bay_horse
182;D:\Programming\AP_Lab2\dataset\bay_horse\0182.jpg;dataset\bay_horse\0182.jpg;bay_horse
183;D:\Programming\AP_Lab2\dataset\bay_horse\0183.jpg;dataset\bay_horse\0183.jpg;bay_horse
184;D:\Programming\AP_Lab2\dataset\bay_horse\0184.jpg;dataset\bay_horse\0184.jpg;bay_horse
185;D:\Programming\AP_Lab2\dataset\bay_horse\0185.jpg;dataset\bay_horse\0185.jpg;bay_horse
186;D:\Programming\AP_Lab2\dataset\bay_horse\0186.jpg;dataset\bay_horse\0186.jpg;bay_horse
187;D:\Programming\AP_Lab2\dataset\bay_horse\0187.jpg;dataset\bay_horse\0187.jpg;bay_horse
188;D:\Programming\AP_Lab2\dataset\bay_horse\0188.jpg;dataset\bay_horse\0188.jpg;bay_horse
189;D:\Programming\AP_Lab2\dataset\bay_horse\0189.jpg;dataset\bay_horse\0189.jpg;bay_horse
190;D:\Programming\AP_Lab2\dataset\bay_horse\0190.jpg;dataset\bay_horse\0190.jpg;bay_horse
191;D:\Programming\AP_Lab2\dataset\bay_horse\0191.jpg;dataset\bay_horse\0191.jpg;bay_horse
192;D:\Programming\AP_Lab2\dataset\bay_horse\0192.jpg;dataset\bay_horse\0192.jpg;bay_horse
193;D:\Programming\AP_Lab2\dataset\bay_horse\0193.jpg;dataset\bay_horse\0193.jpg;bay_horse
194;D:\Programming\AP_Lab2\dataset\bay_horse\0194.jpg;dataset\bay_horse\0194.jpg;bay_horse
195;D:\Programming\AP_Lab2\dataset\bay_horse\0195.jpg;dataset\bay_horse\0195.jpg;bay_horse
196;D:\Programming\AP_Lab2\dataset\bay_horse\0196.jpg;dataset\bay_horse\0196.jpg;bay_horse
197;D:\Programming\AP_Lab2\dataset\bay_horse\0197.jpg;dataset\bay_horse\0197.jpg;bay_horse
198;D:\Programming\AP_Lab2\dataset\bay_horse\0198.jpg;dataset\bay_horse\0198.jpg;bay_horse
199;D:\Programming\AP_Lab2\dataset\bay_horse\0199.jpg;dataset\bay_horse\0199.jpg;bay_horse
200;D:\Programming\AP_Lab2\dataset\bay_horse\0200.jpg;dataset\bay_horse\0200.jpg;bay_horse
201;D:\Programming\AP_Lab2\dataset\bay_horse\0201.jpg;dataset\bay_horse\0201.jpg;bay_horse
202;D:\Programming\AP_Lab2\dataset\bay_horse\0202.jpg;dataset\bay_horse\0202.jpg;bay_horse
203;D:\Programming\AP_Lab2\dataset\bay_horse\0203.jpg;dataset\bay_horse\0203.jpg;bay_horse
204;D:\Programming\AP_Lab2\dataset\bay_horse\0204.jpg;dataset\bay_horse\0204.jpg;bay_horse
205;D:\Programming\AP_Lab2\dataset\bay_horse\0205.jpg;dataset\bay_horse\0205.jpg;bay_horse
206;D:\Programming\AP_Lab2\dataset\bay_horse\0206.jpg;dataset\bay_horse\0206.jpg;bay_horse
207;D:\Programming\AP_Lab2\dataset\bay_horse\0207.jpg;dataset\bay_horse\0207.jpg;bay_horse
208;D:\Programming\AP_Lab2\dataset\bay_horse\0208.jpg;dataset\bay_horse\0208.jpg;bay_horse
209;D:\Programming\AP_Lab2\dataset\bay_horse\0209.jpg;dataset\bay_horse\0209.jpg;bay_horse
210;D:\Programming\AP_Lab2\dataset\bay_horse\0210.jpg;dataset\bay_horse\0210.jpg;bay_horse
211;D:\Programming\AP_Lab2\dataset\bay_horse\0211.jpg;dataset\bay_horse\0211.jpg;bay_horse
